order_id,product,category,price,quantity,revenue
5735,Phone,Accessories,753,1,753
5736,Laptop,Electronics,1502,2,3004
5737,Monitor,Electronics,1316,1,1316
5738,Laptop,Electronics,1611,1,1611
5739,Monitor,Accessories,836,2,1672
5740,Laptop,Accessories,1087,1,1087
5741,Monitor,Electronics,360,2,720
5742,Laptop,Electronics,118,2,236
5743,Phone,Electronics,893,3,2679
5744,Phone,Electronics,1109,4,4436
5745,Phone,Electronics,1530,1,1530
5746,Phone,Electronics,1726,2,3452
5747,Tablet,Electronics,253,1,253
5748,Phone,Accessories,353,2,706
5749,Phone,Electronics,1206,2,2412
5750,Phone,Accessories,843,3,2529
5751,Monitor,Electronics,362,1,362
5752,Phone,Accessories,497,2,994
5753,Laptop,Accessories,498,2,996
5754,Phone,Accessories,409,3,1227
5755,Phone,Electronics,336,1,336
5756,Tablet,Electronics,1064,4,4256
5757,Phone,Accessories,752,2,1504
5758,Phone,Accessories,1491,1,1491
5759,Laptop,Electronics,1641,1,1641
5760,Tablet,Accessories,1920,4,7680
5761,Laptop,Electronics,267,3,801
5762,Laptop,Electronics,1581,2,3162
5763,Phone,Accessories,981,1,981
5764,Monitor,Accessories,371,2,742
5765,Phone,Accessories,478,4,1912
5766,Laptop,Accessories,955,1,955
5767,Monitor,Electronics,613,4,2452
5768,Tablet,Electronics,1322,3,3966
5769,Phone,Accessories,1955,3,5865
5770,Phone,Electronics,198,3,594
5771,Monitor,Accessories,1367,1,1367
5772,Tablet,Electronics,989,2,1978
5773,Tablet,Accessories,387,2,774
5774,Tablet,Accessories,1617,1,1617
5775,Phone,Electronics,325,3,975
5776,Monitor,Accessories,671,3,2013
5777,Monitor,Electronics,484,1,484
5778,Tablet,Electronics,1069,2,2138
5779,Monitor,Accessories,616,2,1232
5780,Monitor,Electronics,1387,2,2774
5781,Laptop,Accessories,1424,4,5696
5782,Monitor,Accessories,900,4,3600
5783,Laptop,Electronics,680,3,2040
5784,Tablet,Accessories,1831,1,1831
5785,Tablet,Electronics,1739,4,6956
5786,Phone,Accessories,1951,3,5853
5787,Laptop,Accessories,314,1,314
5788,Laptop,Accessories,1577,1,1577
5789,Laptop,Accessories,437,4,1748
5790,Phone,Accessories,204,3,612
5791,Tablet,Electronics,377,3,1131
5792,Laptop,Accessories,1282,1,1282
5793,Phone,Electronics,1890,2,3780
5794,Tablet,Accessories,790,2,1580
5795,Laptop,Accessories,982,4,3928
5796,Phone,Accessories,1799,4,7196
5797,Laptop,Accessories,237,2,474
5798,Laptop,Accessories,1991,1,1991
5799,Tablet,Accessories,1155,2,2310
5800,Phone,Electronics,364,1,364
5801,Monitor,Electronics,407,2,814
5802,Phone,Accessories,242,3,726
5803,Monitor,Accessories,1484,3,4452
5804,Monitor,Accessories,1985,2,3970
5805,Monitor,Electronics,1081,1,1081
5806,Phone,Electronics,414,4,1656
5807,Monitor,Accessories,114,4,456
5808,Monitor,Electronics,1457,2,2914
5809,Monitor,Electronics,1135,4,4540
5810,Laptop,Accessories,873,2,1746
5811,Tablet,Electronics,388,3,1164
5812,Phone,Accessories,188,2,376
5813,Tablet,Accessories,1216,1,1216
5814,Tablet,Accessories,478,2,956
5815,Laptop,Accessories,851,4,3404
5816,Laptop,Electronics,1050,4,4200
5817,Phone,Electronics,1099,1,1099
5818,Phone,Accessories,1366,2,2732
5819,Tablet,Accessories,1468,3,4404
5820,Phone,Accessories,395,3,1185
5821,Monitor,Electronics,920,4,3680
5822,Monitor,Accessories,1154,4,4616
5823,Monitor,Electronics,591,2,1182
5824,Tablet,Electronics,1843,4,7372
5825,Monitor,Accessories,551,3,1653
5826,Laptop,Accessories,391,1,391
5827,Laptop,Electronics,835,2,1670
5828,Monitor,Accessories,1487,1,1487
5829,Laptop,Electronics,834,2,1668
5830,Monitor,Electronics,316,3,948
5831,Laptop,Electronics,927,1,927
5832,Monitor,Electronics,993,4,3972
5833,Laptop,Accessories,983,4,3932
5834,Laptop,Accessories,316,3,948
5835,Laptop,Electronics,1612,3,4836
5836,Phone,Accessories,1873,1,1873
5837,Monitor,Electronics,1101,4,4404
5838,Laptop,Accessories,789,1,789
5839,Laptop,Accessories,933,1,933
5840,Laptop,Electronics,1919,4,7676
5841,Phone,Accessories,263,4,1052
5842,Monitor,Accessories,1699,1,1699
5843,Tablet,Accessories,1256,1,1256
5844,Phone,Electronics,371,3,1113
5845,Phone,Electronics,1429,1,1429
5846,Phone,Electronics,1389,3,4167
5847,Tablet,Accessories,134,3,402
5848,Monitor,Electronics,656,1,656
5849,Phone,Electronics,1447,2,2894
5850,Tablet,Accessories,268,1,268
5851,Monitor,Accessories,1565,4,6260
5852,Monitor,Accessories,1625,3,4875
5853,Tablet,Accessories,1938,2,3876
5854,Phone,Accessories,576,3,1728
5855,Laptop,Accessories,1858,4,7432
5856,Phone,Electronics,1095,2,2190
5857,Tablet,Accessories,1788,4,7152
5858,Phone,Electronics,1976,4,7904
5859,Laptop,Electronics,598,4,2392
5860,Tablet,Electronics,733,4,2932
5861,Monitor,Electronics,514,4,2056
5862,Tablet,Accessories,623,3,1869
5863,Laptop,Accessories,1922,4,7688
5864,Phone,Accessories,452,4,1808
5865,Monitor,Accessories,789,3,2367
5866,Phone,Accessories,1757,1,1757
5867,Phone,Electronics,1637,4,6548
5868,Monitor,Electronics,965,4,3860
5869,Laptop,Accessories,695,3,2085
5870,Laptop,Accessories,378,2,756
5871,Tablet,Accessories,645,3,1935
5872,Monitor,Accessories,264,3,792
5873,Laptop,Electronics,1995,4,7980
5874,Monitor,Electronics,1966,3,5898
5875,Phone,Electronics,1315,3,3945
5876,Phone,Accessories,1935,2,3870
5877,Phone,Electronics,1375,4,5500
5878,Laptop,Accessories,269,2,538
5879,Monitor,Accessories,1984,2,3968
5880,Monitor,Accessories,1366,4,5464
5881,Tablet,Accessories,1591,3,4773
5882,Tablet,Accessories,1536,4,6144
5883,Tablet,Electronics,1050,4,4200
5884,Phone,Accessories,950,1,950
5885,Tablet,Electronics,1138,2,2276
5886,Monitor,Accessories,153,3,459
5887,Tablet,Accessories,1720,2,3440
5888,Monitor,Accessories,1300,3,3900
5889,Tablet,Electronics,1492,1,1492
5890,Phone,Electronics,200,4,800
5891,Laptop,Accessories,626,4,2504
5892,Laptop,Accessories,1482,4,5928
5893,Tablet,Accessories,1327,2,2654
5894,Monitor,Accessories,318,3,954
5895,Laptop,Accessories,883,3,2649
5896,Monitor,Accessories,377,4,1508
5897,Monitor,Accessories,1855,4,7420
5898,Phone,Electronics,510,1,510
5899,Monitor,Accessories,1527,2,3054
5900,Monitor,Electronics,1097,2,2194
5901,Laptop,Electronics,605,1,605
5902,Tablet,Electronics,1840,3,5520
5903,Tablet,Electronics,1872,2,3744
5904,Laptop,Accessories,804,4,3216
5905,Tablet,Electronics,1740,3,5220
5906,Monitor,Accessories,364,3,1092
5907,Tablet,Electronics,962,2,1924
5908,Laptop,Accessories,1537,2,3074
5909,Phone,Accessories,1549,2,3098
5910,Phone,Electronics,121,1,121
5911,Monitor,Electronics,1297,4,5188
5912,Monitor,Electronics,1158,2,2316
5913,Monitor,Electronics,381,4,1524
5914,Tablet,Accessories,1108,2,2216
5915,Monitor,Electronics,1944,4,7776
5916,Laptop,Electronics,1418,3,4254
5917,Tablet,Accessories,1606,2,3212
5918,Phone,Electronics,1734,1,1734
5919,Monitor,Electronics,1272,1,1272
5920,Tablet,Electronics,369,4,1476
5921,Tablet,Electronics,435,4,1740
5922,Monitor,Accessories,396,2,792
5923,Tablet,Accessories,948,2,1896
5924,Laptop,Electronics,504,4,2016
5925,Laptop,Accessories,430,2,860
5926,Laptop,Electronics,170,1,170
5927,Tablet,Electronics,360,4,1440
5928,Phone,Electronics,1970,4,7880
5929,Phone,Accessories,1169,2,2338
5930,Laptop,Electronics,1930,1,1930
5931,Monitor,Accessories,1851,3,5553
5932,Laptop,Accessories,1115,2,2230
5933,Laptop,Electronics,675,4,2700
5934,Tablet,Electronics,1972,3,5916
5935,Tablet,Accessories,351,1,351
5936,Monitor,Accessories,648,4,2592
5937,Phone,Accessories,1840,3,5520
5938,Tablet,Electronics,481,4,1924
5939,Monitor,Electronics,428,2,856
5940,Tablet,Electronics,726,1,726
5941,Laptop,Electronics,1250,2,2500
5942,Monitor,Electronics,887,1,887
5943,Phone,Accessories,843,3,2529
5944,Phone,Electronics,1806,3,5418
5945,Laptop,Electronics,1374,1,1374
5946,Monitor,Electronics,1829,3,5487
5947,Phone,Accessories,195,1,195
5948,Laptop,Electronics,1042,3,3126
5949,Tablet,Electronics,313,4,1252
5950,Tablet,Electronics,127,1,127
5951,Phone,Electronics,1104,2,2208
5952,Laptop,Electronics,380,4,1520
5953,Laptop,Electronics,1948,3,5844
5954,Laptop,Accessories,1310,2,2620
5955,Phone,Electronics,1212,3,3636
5956,Monitor,Accessories,1792,4,7168
5957,Phone,Accessories,692,2,1384
5958,Phone,Electronics,1414,3,4242
5959,Laptop,Accessories,1595,4,6380
5960,Tablet,Accessories,803,3,2409
5961,Laptop,Accessories,1973,3,5919
5962,Laptop,Accessories,1290,4,5160
5963,Tablet,Electronics,730,3,2190
5964,Laptop,Electronics,1454,2,2908
5965,Tablet,Accessories,305,4,1220
5966,Laptop,Electronics,1801,3,5403
5967,Tablet,Electronics,113,2,226
5968,Tablet,Accessories,1044,1,1044
5969,Laptop,Electronics,1616,1,1616
5970,Phone,Electronics,824,4,3296
5971,Tablet,Accessories,148,1,148
5972,Laptop,Accessories,227,3,681
5973,Monitor,Accessories,569,2,1138
5974,Tablet,Electronics,540,1,540
5975,Tablet,Accessories,761,2,1522
5976,Monitor,Accessories,1351,4,5404
5977,Laptop,Electronics,1736,3,5208
5978,Monitor,Accessories,1197,4,4788
5979,Laptop,Accessories,196,2,392
5980,Laptop,Electronics,1519,4,6076
5981,Phone,Electronics,552,3,1656
5982,Monitor,Electronics,1537,1,1537
5983,Tablet,Accessories,217,4,868
5984,Phone,Electronics,470,1,470
5985,Phone,Electronics,812,3,2436
5986,Tablet,Accessories,1118,3,3354
5987,Laptop,Accessories,1710,1,1710
5988,Tablet,Electronics,1870,1,1870
5989,Phone,Accessories,1705,1,1705
5990,Monitor,Electronics,853,2,1706
5991,Phone,Electronics,1195,2,2390
5992,Monitor,Accessories,1570,4,6280
5993,Phone,Electronics,971,3,2913
5994,Tablet,Accessories,533,4,2132
5995,Laptop,Electronics,508,1,508
5996,Monitor,Electronics,829,4,3316
5997,Laptop,Accessories,234,2,468
5998,Tablet,Accessories,1691,1,1691
5999,Phone,Electronics,1194,3,3582
6000,Laptop,Accessories,1184,4,4736
6001,Monitor,Electronics,797,1,797
6002,Laptop,Electronics,1422,3,4266
6003,Phone,Electronics,1348,4,5392
6004,Tablet,Accessories,1749,2,3498
6005,Tablet,Accessories,1947,3,5841
6006,Phone,Electronics,1376,3,4128
6007,Phone,Electronics,880,4,3520
6008,Phone,Accessories,659,1,659
6009,Phone,Electronics,1843,3,5529
6010,Laptop,Accessories,1896,2,3792
6011,Laptop,Electronics,431,1,431
6012,Tablet,Accessories,1701,2,3402
6013,Phone,Electronics,1102,4,4408
6014,Monitor,Accessories,932,3,2796
6015,Phone,Accessories,1464,1,1464
6016,Tablet,Accessories,695,4,2780
6017,Laptop,Accessories,1166,2,2332
6018,Phone,Electronics,1124,2,2248
6019,Phone,Electronics,1714,4,6856
6020,Laptop,Accessories,1190,3,3570
6021,Laptop,Electronics,155,1,155
6022,Monitor,Accessories,932,3,2796
6023,Laptop,Accessories,322,3,966
6024,Phone,Accessories,272,3,816
6025,Monitor,Electronics,1590,1,1590
6026,Laptop,Electronics,544,2,1088
6027,Monitor,Electronics,1691,1,1691
6028,Monitor,Accessories,1091,1,1091
6029,Monitor,Electronics,774,3,2322
6030,Tablet,Accessories,1512,1,1512
6031,Tablet,Electronics,1947,4,7788
6032,Monitor,Accessories,1314,1,1314
6033,Laptop,Accessories,215,1,215
6034,Monitor,Accessories,1563,3,4689
6035,Laptop,Electronics,1727,4,6908
6036,Monitor,Electronics,1281,1,1281
6037,Phone,Accessories,1736,4,6944
6038,Laptop,Electronics,1652,1,1652
6039,Tablet,Electronics,255,2,510
6040,Laptop,Accessories,496,3,1488
6041,Tablet,Accessories,1903,1,1903
6042,Tablet,Electronics,175,1,175
6043,Tablet,Accessories,1513,3,4539
6044,Laptop,Accessories,957,1,957
6045,Monitor,Electronics,1542,3,4626
6046,Monitor,Electronics,1312,2,2624
6047,Phone,Accessories,252,3,756
6048,Tablet,Electronics,430,3,1290
6049,Monitor,Electronics,352,2,704
6050,Tablet,Accessories,627,3,1881
6051,Phone,Electronics,1132,4,4528
6052,Laptop,Accessories,765,4,3060
6053,Tablet,Electronics,685,4,2740
6054,Phone,Electronics,427,1,427
6055,Laptop,Electronics,1526,3,4578
6056,Phone,Accessories,544,2,1088
6057,Tablet,Accessories,1247,2,2494
6058,Phone,Electronics,1417,4,5668
6059,Monitor,Electronics,391,1,391
6060,Phone,Accessories,1089,3,3267
6061,Phone,Electronics,1410,3,4230
6062,Tablet,Electronics,1260,2,2520
6063,Tablet,Accessories,600,4,2400
6064,Phone,Accessories,638,2,1276
6065,Phone,Electronics,1383,1,1383
6066,Phone,Accessories,716,4,2864
6067,Tablet,Electronics,1210,4,4840
6068,Laptop,Accessories,1710,3,5130
6069,Laptop,Electronics,933,1,933
6070,Laptop,Electronics,518,2,1036
6071,Monitor,Electronics,1554,4,6216
6072,Tablet,Electronics,1563,4,6252
6073,Monitor,Accessories,1645,1,1645
6074,Laptop,Accessories,1182,1,1182
6075,Laptop,Accessories,582,2,1164
6076,Tablet,Accessories,1849,4,7396
6077,Laptop,Accessories,1048,3,3144
6078,Monitor,Accessories,315,4,1260
6079,Laptop,Accessories,1340,3,4020
6080,Laptop,Accessories,801,1,801
6081,Laptop,Electronics,1644,4,6576
6082,Monitor,Electronics,1943,1,1943
6083,Monitor,Accessories,289,2,578
6084,Phone,Accessories,477,4,1908
6085,Monitor,Electronics,1427,4,5708
6086,Laptop,Accessories,1183,3,3549
6087,Phone,Accessories,997,2,1994
6088,Phone,Electronics,658,4,2632
6089,Monitor,Accessories,1785,1,1785
6090,Phone,Accessories,549,2,1098
6091,Phone,Accessories,1161,3,3483
6092,Phone,Electronics,223,2,446
6093,Phone,Electronics,589,2,1178
6094,Phone,Accessories,1842,1,1842
6095,Phone,Electronics,975,2,1950
6096,Tablet,Accessories,1723,2,3446
6097,Monitor,Electronics,800,3,2400
6098,Laptop,Accessories,136,1,136
6099,Laptop,Electronics,904,4,3616
6100,Tablet,Electronics,963,3,2889
6101,Monitor,Electronics,1926,3,5778
6102,Monitor,Electronics,798,4,3192
6103,Monitor,Accessories,613,3,1839
6104,Phone,Electronics,906,3,2718
6105,Monitor,Accessories,839,2,1678
6106,Phone,Electronics,861,4,3444
6107,Laptop,Electronics,380,1,380
6108,Tablet,Accessories,1252,4,5008
6109,Monitor,Electronics,1156,1,1156
6110,Tablet,Electronics,551,2,1102
6111,Tablet,Accessories,1584,4,6336
6112,Laptop,Accessories,1687,2,3374
6113,Tablet,Accessories,726,3,2178
6114,Monitor,Accessories,833,1,833
6115,Phone,Accessories,453,1,453
6116,Phone,Accessories,975,3,2925
6117,Tablet,Electronics,705,4,2820
6118,Laptop,Accessories,1798,2,3596
6119,Tablet,Accessories,1634,2,3268
6120,Laptop,Electronics,135,3,405
6121,Phone,Accessories,1146,4,4584
6122,Phone,Accessories,1514,1,1514
6123,Phone,Electronics,1820,4,7280
6124,Tablet,Accessories,1793,4,7172
6125,Monitor,Accessories,634,4,2536
6126,Monitor,Electronics,1665,4,6660
6127,Monitor,Electronics,608,3,1824
6128,Monitor,Electronics,1270,2,2540
6129,Phone,Electronics,710,4,2840
6130,Monitor,Accessories,1645,4,6580
6131,Laptop,Accessories,1701,4,6804
6132,Monitor,Electronics,1580,1,1580
6133,Laptop,Accessories,1930,3,5790
6134,Laptop,Accessories,1213,4,4852
6135,Laptop,Electronics,335,2,670
6136,Monitor,Electronics,1187,3,3561
6137,Laptop,Electronics,1461,1,1461
6138,Tablet,Electronics,1742,4,6968
6139,Phone,Electronics,1767,2,3534
6140,Monitor,Electronics,398,4,1592
6141,Phone,Electronics,1137,4,4548
6142,Monitor,Electronics,605,2,1210
6143,Phone,Electronics,1835,3,5505
6144,Tablet,Accessories,1943,2,3886
6145,Phone,Accessories,1960,4,7840
6146,Phone,Electronics,802,1,802
6147,Phone,Accessories,1220,1,1220
6148,Laptop,Electronics,309,1,309
6149,Tablet,Electronics,1146,2,2292
6150,Laptop,Electronics,1868,2,3736
6151,Monitor,Electronics,1548,1,1548
6152,Laptop,Accessories,425,2,850
6153,Laptop,Accessories,421,3,1263
6154,Phone,Accessories,1461,3,4383
6155,Laptop,Electronics,806,3,2418
6156,Monitor,Electronics,714,4,2856
6157,Monitor,Accessories,1305,4,5220
6158,Tablet,Electronics,1977,3,5931
6159,Monitor,Electronics,992,1,992
6160,Phone,Electronics,1499,1,1499
6161,Tablet,Electronics,1339,1,1339
6162,Laptop,Accessories,1781,3,5343
6163,Phone,Electronics,682,2,1364
6164,Laptop,Electronics,835,4,3340
6165,Monitor,Electronics,118,4,472
6166,Monitor,Electronics,1821,3,5463
6167,Laptop,Electronics,211,4,844
6168,Tablet,Electronics,1350,3,4050
6169,Monitor,Electronics,1853,3,5559
6170,Tablet,Accessories,367,1,367
6171,Monitor,Electronics,138,3,414
6172,Phone,Electronics,867,1,867
6173,Tablet,Accessories,494,1,494
6174,Laptop,Electronics,1542,3,4626
6175,Laptop,Accessories,884,3,2652
6176,Monitor,Electronics,492,4,1968
6177,Monitor,Electronics,416,3,1248
6178,Phone,Accessories,355,3,1065
6179,Monitor,Electronics,226,2,452
6180,Monitor,Electronics,1323,4,5292
6181,Monitor,Electronics,1961,4,7844
6182,Monitor,Electronics,303,1,303
6183,Monitor,Accessories,1635,3,4905
6184,Laptop,Accessories,1859,1,1859
6185,Tablet,Electronics,1273,2,2546
6186,Phone,Accessories,1655,2,3310
6187,Laptop,Electronics,1386,2,2772
6188,Tablet,Electronics,426,2,852
6189,Laptop,Accessories,1085,2,2170
6190,Monitor,Accessories,270,4,1080
6191,Tablet,Electronics,1613,1,1613
6192,Phone,Accessories,839,1,839
6193,Laptop,Electronics,1864,1,1864
6194,Laptop,Electronics,832,1,832
6195,Monitor,Accessories,1023,4,4092
6196,Phone,Accessories,1748,4,6992
6197,Phone,Electronics,626,3,1878
6198,Tablet,Accessories,1720,1,1720
6199,Monitor,Electronics,232,3,696
6200,Phone,Electronics,1322,4,5288
6201,Tablet,Electronics,1583,4,6332
6202,Tablet,Accessories,180,2,360
6203,Tablet,Electronics,1109,3,3327
6204,Laptop,Accessories,1486,3,4458
6205,Tablet,Electronics,507,3,1521
6206,Tablet,Accessories,1195,1,1195
6207,Laptop,Accessories,1647,4,6588
6208,Laptop,Electronics,1820,4,7280
6209,Tablet,Electronics,1074,2,2148
6210,Tablet,Electronics,1125,2,2250
6211,Monitor,Electronics,1474,1,1474
6212,Monitor,Accessories,639,4,2556
6213,Laptop,Electronics,838,3,2514
6214,Tablet,Accessories,429,3,1287
6215,Monitor,Electronics,1850,2,3700
6216,Laptop,Electronics,259,4,1036
6217,Laptop,Electronics,1617,3,4851
6218,Laptop,Accessories,1988,4,7952
6219,Phone,Electronics,943,4,3772
6220,Tablet,Accessories,784,1,784
6221,Laptop,Electronics,1137,2,2274
6222,Monitor,Electronics,1235,1,1235
6223,Tablet,Accessories,782,3,2346
6224,Tablet,Electronics,1060,1,1060
6225,Tablet,Electronics,988,2,1976
6226,Laptop,Accessories,1207,2,2414
6227,Monitor,Accessories,1691,4,6764
6228,Phone,Electronics,122,4,488
6229,Monitor,Accessories,720,2,1440
6230,Laptop,Electronics,574,4,2296
6231,Phone,Electronics,1859,4,7436
6232,Monitor,Accessories,845,1,845
6233,Laptop,Accessories,1592,4,6368
6234,Laptop,Electronics,1283,2,2566
6235,Monitor,Accessories,1643,4,6572
6236,Monitor,Electronics,535,2,1070
6237,Monitor,Electronics,735,2,1470
6238,Phone,Accessories,1404,3,4212
6239,Laptop,Electronics,1989,2,3978
6240,Tablet,Accessories,420,3,1260
6241,Laptop,Electronics,935,3,2805
6242,Laptop,Electronics,1476,4,5904
6243,Tablet,Accessories,1000,4,4000
6244,Phone,Electronics,171,4,684
6245,Monitor,Accessories,320,3,960
6246,Laptop,Electronics,290,1,290
6247,Phone,Electronics,1227,1,1227
6248,Monitor,Accessories,184,2,368
6249,Tablet,Electronics,1590,1,1590
6250,Phone,Electronics,1499,1,1499
6251,Monitor,Accessories,1055,3,3165
6252,Tablet,Electronics,595,3,1785
6253,Laptop,Electronics,1607,4,6428
6254,Tablet,Electronics,1704,1,1704
6255,Monitor,Electronics,1173,2,2346
6256,Phone,Accessories,1176,4,4704
6257,Phone,Accessories,1706,4,6824
6258,Monitor,Accessories,771,2,1542
6259,Laptop,Accessories,1644,3,4932
6260,Tablet,Electronics,864,1,864
6261,Tablet,Accessories,557,2,1114
6262,Phone,Electronics,668,2,1336
6263,Monitor,Accessories,1691,4,6764
6264,Laptop,Electronics,866,3,2598
6265,Laptop,Electronics,946,1,946
6266,Laptop,Accessories,363,4,1452
6267,Monitor,Accessories,1372,4,5488
6268,Phone,Accessories,1156,3,3468
6269,Laptop,Electronics,1625,3,4875
6270,Laptop,Electronics,1162,4,4648
6271,Phone,Accessories,1203,4,4812
6272,Tablet,Accessories,567,4,2268
6273,Phone,Accessories,1464,3,4392
6274,Phone,Accessories,324,4,1296
6275,Laptop,Accessories,1419,2,2838
6276,Laptop,Accessories,1430,2,2860
6277,Monitor,Electronics,1164,2,2328
6278,Tablet,Accessories,1686,3,5058
6279,Phone,Electronics,159,2,318
6280,Laptop,Electronics,1060,4,4240
6281,Laptop,Electronics,678,2,1356
6282,Monitor,Electronics,1218,4,4872
6283,Phone,Electronics,345,2,690
6284,Monitor,Accessories,1682,3,5046
6285,Laptop,Accessories,800,2,1600
6286,Phone,Accessories,1916,3,5748
6287,Monitor,Accessories,577,1,577
6288,Tablet,Accessories,1305,2,2610
6289,Monitor,Accessories,110,4,440
6290,Laptop,Electronics,827,2,1654
6291,Laptop,Accessories,712,1,712
6292,Phone,Accessories,1192,1,1192
6293,Laptop,Electronics,942,4,3768
6294,Tablet,Electronics,1308,4,5232
6295,Monitor,Electronics,1009,4,4036
6296,Tablet,Electronics,660,3,1980
6297,Tablet,Accessories,796,1,796
6298,Phone,Accessories,153,2,306
6299,Monitor,Accessories,1689,3,5067
6300,Laptop,Accessories,208,2,416
6301,Tablet,Electronics,1972,3,5916
6302,Monitor,Electronics,1755,2,3510
6303,Monitor,Accessories,1717,3,5151
6304,Monitor,Accessories,499,4,1996
6305,Phone,Electronics,1743,1,1743
6306,Phone,Accessories,1034,4,4136
6307,Phone,Accessories,1167,4,4668
6308,Phone,Electronics,1867,2,3734
6309,Tablet,Accessories,719,1,719
6310,Laptop,Electronics,1175,1,1175
6311,Laptop,Electronics,704,4,2816
6312,Monitor,Electronics,1555,4,6220
6313,Phone,Electronics,922,2,1844
6314,Monitor,Accessories,222,1,222
6315,Laptop,Electronics,1664,1,1664
6316,Laptop,Accessories,1085,2,2170
6317,Tablet,Accessories,360,2,720
6318,Monitor,Electronics,1489,1,1489
6319,Tablet,Electronics,456,3,1368
6320,Monitor,Accessories,1917,3,5751
6321,Phone,Accessories,1094,1,1094
6322,Phone,Electronics,1406,3,4218
6323,Monitor,Electronics,1654,4,6616
6324,Tablet,Electronics,772,1,772
6325,Phone,Electronics,1068,1,1068
6326,Tablet,Accessories,452,2,904
6327,Monitor,Electronics,114,4,456
6328,Tablet,Accessories,115,2,230
6329,Phone,Accessories,457,1,457
6330,Tablet,Electronics,1757,4,7028
6331,Phone,Electronics,1536,1,1536
6332,Laptop,Accessories,1403,1,1403
6333,Laptop,Electronics,1642,2,3284
6334,Laptop,Accessories,1341,1,1341
6335,Phone,Accessories,1587,1,1587
6336,Laptop,Electronics,1903,2,3806
6337,Monitor,Accessories,1337,2,2674
6338,Monitor,Electronics,594,3,1782
6339,Laptop,Electronics,1224,4,4896
6340,Tablet,Electronics,741,4,2964
6341,Monitor,Electronics,1623,4,6492
6342,Tablet,Electronics,816,4,3264
6343,Laptop,Accessories,647,2,1294
6344,Phone,Accessories,1644,3,4932
6345,Monitor,Electronics,250,2,500
6346,Monitor,Accessories,1923,4,7692
6347,Tablet,Electronics,231,3,693
6348,Phone,Electronics,1820,4,7280
6349,Phone,Electronics,813,4,3252
6350,Monitor,Electronics,1189,4,4756
6351,Tablet,Accessories,1703,4,6812
6352,Phone,Electronics,642,4,2568
6353,Laptop,Accessories,1714,2,3428
6354,Monitor,Accessories,740,3,2220
6355,Tablet,Accessories,1774,4,7096
6356,Laptop,Electronics,794,2,1588
6357,Monitor,Electronics,401,3,1203
6358,Laptop,Accessories,1235,3,3705
6359,Laptop,Accessories,315,2,630
6360,Laptop,Electronics,169,3,507
6361,Tablet,Accessories,850,3,2550
6362,Laptop,Electronics,762,3,2286
6363,Phone,Accessories,1965,3,5895
6364,Tablet,Electronics,1191,1,1191
6365,Monitor,Accessories,531,3,1593
6366,Laptop,Electronics,1386,3,4158
6367,Tablet,Electronics,880,3,2640
6368,Tablet,Electronics,1668,2,3336
6369,Phone,Accessories,1836,4,7344
6370,Laptop,Electronics,762,3,2286
6371,Monitor,Accessories,1999,1,1999
6372,Phone,Electronics,1061,1,1061
6373,Phone,Accessories,400,4,1600
6374,Phone,Accessories,590,2,1180
6375,Tablet,Electronics,635,4,2540
6376,Monitor,Electronics,1774,1,1774
6377,Monitor,Accessories,1844,2,3688
6378,Monitor,Electronics,1799,1,1799
6379,Phone,Accessories,398,2,796
6380,Monitor,Electronics,1671,2,3342
6381,Tablet,Electronics,1332,4,5328
6382,Laptop,Electronics,1085,1,1085
6383,Phone,Accessories,1280,2,2560
6384,Tablet,Electronics,1640,1,1640
6385,Phone,Electronics,1046,3,3138
6386,Laptop,Electronics,1983,2,3966
6387,Tablet,Electronics,1119,2,2238
6388,Tablet,Electronics,1240,2,2480
6389,Phone,Accessories,1577,4,6308
6390,Laptop,Accessories,924,1,924
6391,Phone,Electronics,1269,4,5076
6392,Monitor,Accessories,1158,2,2316
6393,Monitor,Accessories,1880,3,5640
6394,Phone,Accessories,950,4,3800
6395,Phone,Accessories,1898,1,1898
6396,Phone,Accessories,1552,4,6208
6397,Tablet,Electronics,782,4,3128
6398,Monitor,Electronics,973,4,3892
6399,Laptop,Electronics,1134,3,3402
6400,Tablet,Accessories,176,3,528
6401,Phone,Electronics,1043,3,3129
6402,Monitor,Accessories,1354,4,5416
6403,Monitor,Electronics,1574,2,3148
6404,Phone,Electronics,278,3,834
6405,Phone,Electronics,1573,2,3146
6406,Laptop,Accessories,1722,3,5166
6407,Monitor,Electronics,1700,1,1700
6408,Monitor,Electronics,631,2,1262
6409,Laptop,Accessories,546,4,2184
6410,Tablet,Accessories,1323,2,2646
6411,Laptop,Electronics,959,3,2877
6412,Tablet,Electronics,1293,2,2586
6413,Laptop,Accessories,1522,3,4566
6414,Monitor,Accessories,1426,1,1426
6415,Tablet,Accessories,1247,3,3741
6416,Laptop,Electronics,1398,3,4194
6417,Laptop,Accessories,128,2,256
6418,Tablet,Electronics,1590,1,1590
6419,Laptop,Electronics,895,4,3580
6420,Monitor,Accessories,1274,2,2548
6421,Monitor,Electronics,1575,4,6300
6422,Tablet,Accessories,675,1,675
6423,Phone,Electronics,1429,1,1429
6424,Laptop,Electronics,1025,4,4100
6425,Laptop,Electronics,347,2,694
6426,Monitor,Electronics,500,1,500
6427,Tablet,Accessories,1720,4,6880
6428,Tablet,Electronics,916,3,2748
6429,Monitor,Electronics,1630,3,4890
6430,Tablet,Electronics,710,4,2840
